sku_id,category,cost,price,current_stock,reorder_point,first_stock_date
2019,Home & Kitchen,100.42,240.16,256,73,2026-04-10
2020,Sports,134.77,315.7,232,22,2026-02-05
2021,Beauty,13.69,33.52,84,92,2026-04-25
2022,Apparel,47.81,70.92,213,44,2026-03-10
2023,Electronics,286.47,496.07,287,90,2025-12-26
2024,Home & Kitchen,16.8,37.35,291,25,2026-03-03
2025,Electronics,128.18,269.3,956,100,2026-01-01
2026,Beauty,25.03,57.03,161,41,2025-12-02
2027,Home & Kitchen,8.36,13.53,147,50,2026-02-07
2028,Home & Kitchen,103.86,235.06,195,80,2026-04-08
2029,Electronics,114.11,226.71,195,75,2026-03-24
2030,Apparel,32.13,53.9,246,37,2026-03-28
2031,Apparel,14.56,33.71,95,87,2026-04-15
2032,Beauty,32.68,79.91,395,50,2026-04-22
2033,Home & Kitchen,68.47,138.82,202,65,2026-03-19
2034,Sports,177.08,274.11,364,30,2026-02-11
2035,Electronics,372.34,548.27,240,44,2026-03-05
2036,Apparel,55.45,82.74,347,59,2026-01-04
2037,Home & Kitchen,85.13,173.56,139,37,2026-02-19
2038,Sports,184.16,315.35,206,22,2026-02-12
2039,Electronics,375.48,613.21,279,93,2025-12-03
2040,Sports,199.07,389.15,390,49,2025-12-26
2041,Beauty,20.14,49.73,377,71,2025-12-15
2042,Beauty,25.69,54.88,350,44,2026-02-17
2043,Apparel,11.6,26.33,312,34,2026-03-01
2044,Sports,219.83,319.88,119,99,2026-01-22
2045,Electronics,216.44,462.13,28,95,2026-04-27
2046,Sports,209.55,310.88,229,72,2026-02-08
2047,Apparel,75.61,111.16,14,75,2026-04-23
2048,Home & Kitchen,73.8,159.14,78,82,2025-12-18
2049,Apparel,66.42,114.2,358,34,2026-01-08
2050,Apparel,58.64,107.24,116,78,2026-02-05
2051,Sports,131.48,289.14,318,36,2026-03-08
2052,Sports,125.76,278.67,39,29,2025-12-21
2053,Home & Kitchen,129.02,219.26,120,43,2025-12-31
2054,Home & Kitchen,87.75,160.85,277,72,2026-03-14
2055,Electronics,298.83,514.04,187,41,2026-01-03
2056,Sports,205.19,313.72,172,65,2026-02-21
2057,Apparel,17.14,32.24,277,70,2026-02-19
2058,Electronics,274.22,417.37,240,97,2026-01-28
2059,Beauty,21.86,43.12,1577,67,2026-01-02
2060,Electronics,120.37,255.52,96,71,2025-12-07
2061,Electronics,228.91,359.03,175,28,2026-04-12
2062,Electronics,368.62,595.33,200,68,2026-02-08
2063,Apparel,49.57,110.95,164,55,2026-04-12
2064,Electronics,203.89,484.11,1018,135,2026-04-23
2065,Electronics,300.4,694.69,316,52,2026-04-24
2066,Beauty,29.7,46.74,391,72,2026-01-17
2067,Home & Kitchen,37.06,58.02,184,50,2026-01-09
2068,Sports,159.98,297.25,182,74,2026-03-20
2069,Home & Kitchen,116.53,205.51,142,82,2026-02-26
2070,Sports,87.58,174.17,209,72,2026-04-30
2071,Home & Kitchen,115.35,213.89,384,45,2026-03-10
2072,Home & Kitchen,47.06,79.57,339,21,2026-02-09
2073,Home & Kitchen,78.54,131.32,396,85,2026-01-13
2074,Sports,218.5,331.45,1392,147,2026-04-10
2075,Electronics,147.55,320.24,206,42,2025-12-18
2076,Home & Kitchen,97.94,170.15,353,80,2026-02-12
2077,Home & Kitchen,147.41,237.55,1318,114,2025-12-06
2078,Beauty,10.15,19.98,276,71,2026-02-12
2079,Sports,70.59,158.1,30,55,2026-04-20
2080,Apparel,53.76,118.11,1253,71,2026-03-19
2081,Beauty,21.04,41.69,1521,123,2026-03-15
2082,Sports,28.84,50.5,321,22,2026-01-24
2083,Home & Kitchen,15.77,35.06,330,89,2026-04-14
2084,Apparel,56.67,90.62,180,27,2026-02-26
2085,Home & Kitchen,78.93,136.26,177,33,2026-01-20
2086,Home & Kitchen,27.16,60.37,118,86,2026-04-06
2087,Apparel,9.9,17.9,21,70,2026-02-03
2088,Sports,150.59,290.57,331,49,2026-04-08
2089,Beauty,19.67,36.04,264,35,2026-01-02
2090,Beauty,23.4,37.48,32,61,2026-02-05
2091,Home & Kitchen,35.33,83.24,32,36,2025-12-26
2092,Home & Kitchen,153.08,249.63,120,49,2026-03-12
2093,Sports,90.96,136.36,340,66,2026-04-17
2094,Electronics,72.16,115.52,310,84,2026-03-04
2095,Sports,62.58,116.41,1735,132,2025-12-22
2096,Beauty,38.42,71.3,366,59,2026-02-28
2097,Apparel,22.83,41.16,20,21,2026-01-02
2098,Apparel,23.79,43.79,23,23,2026-04-09
2099,Electronics,261.71,427.46,246,57,2026-04-16
2100,Electronics,400.51,618.16,291,89,2026-02-16
2101,Home & Kitchen,88.21,142.88,1063,117,2026-04-28
2102,Apparel,42.69,80.21,194,58,2026-01-17
2103,Electronics,362.67,612.25,115,73,2025-12-03
2104,Apparel,63.11,115.41,55,96,2026-01-17
2105,Home & Kitchen,88.3,136.34,1890,60,2026-03-16
2106,Sports,212.65,339.89,269,75,2026-03-03
2107,Sports,63.86,105.73,151,43,2025-12-27
2108,Home & Kitchen,53.58,96.25,129,91,2025-12-05
2109,Sports,27.46,63.41,286,63,2026-04-17
2110,Apparel,37.49,69.29,345,27,2026-01-18
2111,Home & Kitchen,125.69,238.96,1462,94,2026-01-20
2112,Sports,35.13,57.85,339,28,2026-03-26
2113,Sports,117.19,194.27,396,87,2026-03-05
2114,Electronics,66.86,107.31,376,38,2026-04-09
2115,Electronics,263.72,421.94,195,48,2026-04-24
2116,Electronics,287.43,648.82,287,38,2026-04-06
2117,Apparel,23.11,48.9,262,68,2025-12-23
2118,Electronics,131.67,252.32,312,90,2026-04-16
2119,Beauty,20.4,32.28,105,36,2026-02-21
2120,Sports,108.84,263.87,1343,128,2026-04-13
2121,Electronics,177.83,370.68,208,20,2026-04-05
2122,Beauty,40.85,84.93,41,36,2025-12-21
2123,Home & Kitchen,16.09,24.67,98,62,2026-02-27
2124,Electronics,273.78,491.88,246,71,2026-04-21
2125,Apparel,16.28,24.25,314,65,2025-12-14
2126,Sports,187.36,295.77,1415,145,2025-12-10
2127,Apparel,12.59,30.02,1246,147,2026-03-01
2128,Home & Kitchen,51.82,105.62,381,27,2025-12-05
2129,Apparel,34.58,49.94,263,90,2026-03-30
2130,Electronics,360.33,564.12,1902,99,2026-02-27
2131,Sports,14.56,24.14,85,25,2026-04-22
2132,Home & Kitchen,7.12,12.01,267,26,2026-03-04
2133,Home & Kitchen,38.57,66.45,49,72,2026-04-15
2134,Electronics,231.09,542.33,262,32,2026-03-23
2135,Beauty,32.18,74.46,351,75,2026-01-21
2136,Home & Kitchen,29.93,61.49,130,61,2026-02-25
2137,Beauty,28.5,62.08,304,48,2026-02-04
2138,Beauty,4.58,9.11,829,149,2026-03-15
2139,Electronics,490.16,719.97,277,58,2026-01-26
2140,Sports,72.71,115.82,239,70,2026-04-12
2141,Sports,228.03,339.15,1602,59,2026-04-18
2142,Home & Kitchen,52.11,76.48,33,62,2026-03-07
2143,Beauty,22.67,32.47,67,92,2026-03-24
2144,Beauty,5.87,11.73,80,26,2025-12-24
2145,Beauty,27.54,52.44,398,60,2026-01-13
2146,Apparel,29.32,44.7,265,76,2025-12-02
2147,Electronics,157.55,276.36,1990,112,2025-12-06
2148,Electronics,257.98,577.94,1959,62,2026-02-12
2149,Sports,178.03,397.11,202,74,2026-01-18
2150,Apparel,79.92,118.98,374,47,2025-12-24
2151,Home & Kitchen,66.33,125.39,149,48,2026-04-15
2152,Apparel,23.14,56.06,287,45,2025-12-13
2153,Electronics,314.01,472.3,207,54,2026-03-05
2154,Electronics,412.98,703.53,47,67,2025-12-07
2155,Home & Kitchen,60.54,147.79,46,84,2026-01-07
2156,Beauty,28.0,51.78,1096,66,2026-01-31
2157,Beauty,43.6,74.87,144,60,2026-02-25
2158,Sports,85.71,150.14,147,76,2026-02-12
2159,Apparel,57.98,116.97,62,22,2026-04-04
2160,Apparel,27.63,57.74,1945,92,2026-02-08
2161,Beauty,17.14,35.56,306,74,2026-02-03
2162,Sports,158.51,395.7,211,48,2026-01-19
2163,Home & Kitchen,80.21,159.65,1038,94,2026-03-05
2164,Sports,71.58,168.98,640,75,2026-04-24
2165,Apparel,23.14,48.66,173,40,2026-04-23
2166,Apparel,37.79,71.55,103,30,2026-01-21
2167,Apparel,34.67,66.6,1316,125,2026-02-23
2168,Sports,179.58,279.3,261,51,2026-04-17
2169,Home & Kitchen,35.2,71.16,311,52,2026-04-25
2170,Home & Kitchen,46.68,82.9,54,38,2026-01-02
2171,Apparel,39.53,61.44,29,38,2026-03-27
2172,Sports,165.53,277.33,86,71,2026-04-23
2173,Electronics,145.73,264.21,179,86,2026-02-12
2174,Apparel,31.41,70.57,260,60,2025-12-20
2175,Sports,138.91,239.48,280,100,2026-02-09
2176,Beauty,44.99,75.48,378,23,2025-12-09
2177,Home & Kitchen,42.53,68.96,67,83,2026-01-30
2178,Home & Kitchen,13.0,28.92,206,55,2026-02-28
2179,Apparel,41.84,87.25,1088,145,2026-01-15
2180,Sports,98.62,222.95,351,50,2026-01-08
2181,Beauty,38.09,55.84,17,50,2025-12-10
2182,Apparel,34.16,75.92,30,63,2026-03-02
2183,Beauty,21.24,31.59,141,55,2026-01-03
2184,Electronics,51.43,126.51,376,62,2026-03-22
2185,Sports,52.35,86.95,42,56,2026-03-28
2186,Electronics,221.37,360.67,99,78,2026-01-17
2187,Sports,182.68,344.49,122,22,2026-02-28
2188,Apparel,10.92,22.53,1242,92,2026-02-07
2189,Sports,37.51,77.14,256,33,2025-12-01
2190,Sports,124.72,206.49,11,75,2026-01-25
2191,Beauty,24.86,45.64,1310,50,2026-04-24
2192,Home & Kitchen,125.5,229.62,208,97,2026-01-16
2193,Apparel,36.57,64.46,375,36,2026-02-09
2194,Beauty,3.99,6.06,915,133,2026-04-22
2195,Electronics,225.93,428.08,1470,148,2026-02-22
2196,Home & Kitchen,107.87,197.6,320,66,2026-03-10
2197,Beauty,16.54,24.25,112,48,2026-03-21
2198,Electronics,104.8,221.37,148,87,2026-01-30
2199,Apparel,54.43,82.65,250,38,2026-02-21
2200,Apparel,14.45,21.54,370,80,2026-01-24
2201,Apparel,9.26,15.15,221,21,2026-04-26
2202,Home & Kitchen,122.34,185.41,312,44,2026-04-13
2203,Beauty,12.54,19.29,1053,115,2026-01-10
2204,Electronics,419.68,745.42,877,113,2026-03-04
2205,Sports,47.26,72.15,1534,110,2026-04-07
2206,Home & Kitchen,109.55,232.12,335,97,2026-03-25
2207,Sports,137.29,198.81,122,73,2026-03-28
2208,Home & Kitchen,7.34,11.82,30,56,2026-01-30
2209,Home & Kitchen,97.17,195.15,220,41,2025-12-16
2210,Electronics,134.39,268.83,1401,104,2026-04-07
2211,Apparel,21.6,46.17,1339,120,2025-12-10
2212,Beauty,20.93,43.37,32,31,2026-02-06
2213,Home & Kitchen,30.51,52.49,190,35,2025-12-17
2214,Beauty,18.55,30.11,90,36,2026-04-19
2215,Home & Kitchen,36.88,74.25,260,52,2025-12-26
2216,Home & Kitchen,85.65,154.8,332,78,2026-02-15
2217,Sports,277.59,397.63,19,73,2025-12-10
2218,Sports,179.04,342.23,130,45,2026-04-18
2219,Home & Kitchen,62.46,103.79,189,27,2026-01-29
2220,Beauty,13.21,23.43,21,48,2026-01-01
2221,Apparel,50.89,103.45,334,33,2026-01-19
2222,Home & Kitchen,30.72,47.8,314,23,2026-03-17
2223,Apparel,17.48,38.98,37,94,2025-12-08
2224,Home & Kitchen,132.38,220.8,358,23,2026-01-28
2225,Beauty,29.82,71.16,157,28,2026-02-09
2226,Electronics,393.88,692.35,16,71,2026-03-04
2227,Electronics,253.23,529.53,196,40,2026-03-09
2228,Apparel,32.71,49.21,280,90,2026-02-28
2229,Apparel,16.68,40.22,198,41,2025-12-03
2230,Apparel,64.94,96.86,28,90,2026-03-20
2231,Electronics,104.66,212.13,1666,135,2026-04-07
2232,Home & Kitchen,17.62,42.16,35,51,2025-12-27
2233,Apparel,46.61,74.59,137,85,2026-04-27
2234,Apparel,71.76,116.93,234,44,2026-03-25
2235,Sports,172.82,268.8,245,69,2026-03-22
2236,Apparel,30.16,53.57,1893,97,2025-12-25
2237,Sports,68.45,121.67,138,68,2026-01-16
2238,Apparel,46.54,80.49,389,27,2026-04-23
2239,Electronics,117.15,173.11,366,88,2026-03-03
2240,Apparel,44.81,78.14,1943,88,2026-01-08
2241,Electronics,409.71,692.24,64,71,2026-03-02
2242,Beauty,10.64,25.33,365,46,2025-12-07
2243,Home & Kitchen,107.75,231.64,261,49,2026-04-03
2244,Apparel,58.08,98.4,10,56,2026-02-16
2245,Beauty,35.05,54.46,58,47,2026-02-03
2246,Home & Kitchen,149.94,233.49,79,70,2026-02-12
2247,Home & Kitchen,75.25,124.81,54,95,2026-03-03
2248,Electronics,509.25,791.9,220,90,2026-03-22
2249,Beauty,52.61,89.06,300,63,2026-03-19
2250,Apparel,28.33,69.12,387,78,2026-02-13
2251,Beauty,41.07,60.81,186,95,2026-03-20
2252,Electronics,278.81,428.19,113,41,2026-03-28
2253,Beauty,14.65,22.6,89,55,2026-02-12
2254,Apparel,52.52,87.9,323,80,2026-03-15
2255,Beauty,5.68,12.09,188,75,2026-03-10
2256,Sports,60.73,130.66,106,73,2026-01-07
2257,Sports,199.96,359.42,19,22,2025-12-16
2258,Electronics,188.96,291.71,201,47,2025-12-14
2259,Sports,195.54,351.34,234,45,2026-01-02
2260,Apparel,60.82,118.71,212,78,2026-04-24
2261,Beauty,42.89,78.01,268,67,2025-12-19
2262,Home & Kitchen,107.18,228.37,253,58,2026-02-27
2263,Electronics,222.63,470.69,377,71,2026-02-23
2264,Sports,78.73,162.2,180,81,2025-12-23
2265,Beauty,29.4,63.57,1626,52,2026-03-26
2266,Apparel,39.88,87.48,68,22,2026-03-13
2267,Sports,62.1,124.21,1877,112,2025-12-07
2268,Apparel,9.7,20.72,76,48,2026-01-22
2269,Beauty,14.74,24.06,159,69,2026-04-05
2270,Apparel,39.01,55.75,316,26,2026-01-25
2271,Electronics,98.71,208.27,131,63,2026-04-05
2272,Sports,53.26,103.74,165,54,2026-03-05
2273,Electronics,256.47,488.67,362,54,2025-12-16
2274,Electronics,178.17,317.47,210,45,2025-12-12
2275,Sports,116.41,186.51,29,71,2025-12-04
2276,Beauty,38.11,85.84,398,43,2026-01-08
2277,Sports,173.81,293.42,171,72,2026-01-30
2278,Beauty,26.0,49.1,239,98,2026-04-11
2279,Beauty,23.88,47.87,296,26,2026-01-26
2280,Apparel,36.65,83.17,29,64,2026-04-30
2281,Beauty,16.6,26.85,376,85,2026-01-29
2282,Home & Kitchen,7.34,12.56,359,36,2025-12-20
2283,Beauty,48.09,76.95,229,54,2026-03-27
2284,Sports,139.85,223.23,48,62,2026-02-10
2285,Beauty,32.48,70.98,581,88,2026-04-07
2286,Electronics,79.22,117.84,235,79,2026-01-28
2287,Beauty,29.14,54.53,385,80,2026-01-28
2288,Home & Kitchen,71.57,128.73,95,94,2025-12-10
2289,Apparel,30.17,61.49,139,24,2026-01-31
2290,Home & Kitchen,155.88,227.28,340,22,2026-01-10
2291,Beauty,41.82,72.02,340,76,2025-12-17
2292,Electronics,352.97,774.43,218,65,2026-01-20
2293,Home & Kitchen,74.53,184.19,220,63,2026-01-26
2294,Electronics,445.65,785.23,31,74,2026-02-10
2295,Apparel,17.76,31.42,298,28,2025-12-14
2296,Home & Kitchen,87.05,126.24,66,84,2026-02-14
2297,Home & Kitchen,114.83,207.67,82,82,2026-04-06
2298,Apparel,69.6,115.41,179,35,2026-01-09
2299,Beauty,15.77,37.27,253,27,2026-01-06
2300,Home & Kitchen,120.63,182.16,369,89,2026-02-03
2301,Home & Kitchen,66.65,118.48,376,56,2025-12-27
2302,Beauty,17.24,32.01,346,51,2026-01-23
2303,Sports,207.16,376.88,350,92,2026-01-24
2304,Apparel,11.7,22.88,1313,71,2026-03-18
2305,Apparel,40.31,67.65,89,45,2025-12-25
2306,Apparel,18.93,44.29,324,48,2026-04-11
2307,Apparel,43.07,67.01,352,69,2026-02-09
2308,Sports,28.01,60.19,349,78,2026-02-03
2309,Beauty,17.91,33.54,328,24,2026-04-21
2310,Electronics,246.44,608.36,369,100,2026-04-05
2311,Electronics,76.92,184.93,89,48,2026-02-12
2312,Home & Kitchen,42.71,75.13,929,122,2026-03-22
2313,Home & Kitchen,98.79,158.93,365,42,2026-02-22
2314,Home & Kitchen,38.81,68.38,305,61,2025-12-22
2315,Apparel,17.77,39.75,236,30,2026-03-31
2316,Home & Kitchen,34.63,51.7,327,34,2026-03-06
2317,Apparel,30.8,53.7,339,77,2026-04-17
2318,Apparel,44.49,86.09,166,29,2025-12-31
2319,Apparel,45.69,80.88,214,54,2025-12-01
2320,Apparel,36.27,72.29,240,70,2025-12-09
2321,Sports,38.86,56.12,1108,145,2025-12-08
2322,Sports,99.46,233.21,159,98,2026-02-09
2323,Apparel,15.82,24.99,340,73,2026-04-09
2324,Beauty,17.02,36.66,397,22,2026-02-13
2325,Electronics,316.33,590.16,128,75,2025-12-15
2326,Beauty,25.97,37.77,377,33,2026-04-09
2327,Electronics,352.63,730.83,216,72,2025-12-05
2328,Beauty,24.18,58.49,301,95,2025-12-15
2329,Electronics,148.8,223.37,256,82,2026-02-07
2330,Electronics,134.28,275.91,13,77,2025-12-23
2331,Electronics,352.21,642.46,388,76,2025-12-03
2332,Electronics,234.23,363.63,129,58,2026-01-31
2333,Sports,102.37,181.63,173,67,2025-12-23
2334,Home & Kitchen,142.68,223.45,296,66,2026-03-13
2335,Sports,152.86,220.34,687,115,2026-04-30
2336,Electronics,97.67,155.47,159,34,2026-03-29
2337,Electronics,137.65,270.0,111,42,2026-01-23
2338,Beauty,19.79,34.11,213,91,2026-04-26
2339,Home & Kitchen,123.96,249.8,261,23,2026-02-21
2340,Electronics,307.52,492.62,311,94,2026-01-10
2341,Home & Kitchen,73.97,123.64,22,64,2026-03-03
2342,Sports,78.0,149.09,268,92,2026-01-17
2343,Apparel,34.41,53.5,176,84,2026-01-29
2344,Home & Kitchen,118.2,178.01,282,99,2026-03-04
2345,Home & Kitchen,156.7,247.87,108,26,2026-02-04
2346,Home & Kitchen,129.96,193.9,113,82,2026-03-30
2347,Electronics,244.97,508.59,267,40,2026-02-05
2348,Beauty,36.3,67.75,71,21,2026-04-29
2349,Electronics,307.53,567.25,62,99,2026-04-10
2350,Electronics,328.26,691.98,193,44,2025-12-07
2351,Home & Kitchen,96.64,144.43,118,80,2026-04-09
2352,Apparel,29.42,47.47,216,25,2026-01-28
2353,Apparel,10.18,15.68,362,72,2026-02-23
2354,Electronics,182.07,311.87,298,36,2026-02-25
2355,Beauty,9.19,18.95,383,39,2026-02-15
2356,Home & Kitchen,134.54,236.63,384,63,2026-02-22
2357,Home & Kitchen,39.62,60.26,216,65,2026-02-10
2358,Apparel,23.1,56.32,394,37,2026-03-07
2359,Home & Kitchen,125.63,211.66,1129,109,2026-04-28
2360,Sports,44.81,94.45,30,81,2026-01-10
2361,Sports,159.04,354.73,345,92,2026-03-06
2362,Beauty,13.1,22.59,122,38,2026-04-04
2363,Apparel,19.19,27.65,142,97,2026-03-05
2364,Home & Kitchen,83.03,121.06,122,85,2026-03-04
2365,Apparel,24.59,39.46,323,83,2026-03-25
2366,Beauty,17.5,28.22,118,96,2026-02-07
2367,Sports,178.43,291.16,23,30,2026-03-26
2368,Apparel,46.88,91.32,89,36,2026-03-26
2369,Home & Kitchen,107.96,238.93,191,80,2025-12-11
2370,Sports,127.88,213.52,237,26,2026-01-29
2371,Sports,45.43,84.4,307,91,2025-12-10
2372,Home & Kitchen,134.52,230.26,327,71,2026-01-20
2373,Home & Kitchen,62.11,137.56,1281,146,2026-04-10
2374,Home & Kitchen,63.7,98.56,318,24,2026-03-31
2375,Sports,136.37,204.61,49,62,2026-02-18
2376,Sports,56.13,112.81,171,61,2026-02-05
2377,Electronics,266.78,411.46,385,23,2026-02-01
2378,Sports,145.63,257.6,95,82,2026-02-02
2379,Beauty,42.81,67.14,1332,90,2026-02-21
2380,Beauty,50.98,89.33,346,33,2026-04-20
2381,Electronics,449.37,675.69,67,81,2026-03-16
2382,Beauty,61.3,89.68,131,85,2026-01-23
2383,Electronics,304.04,647.45,184,37,2026-03-01
2384,Electronics,211.39,456.12,833,135,2025-12-28
2385,Apparel,48.63,92.16,317,83,2026-04-27
2386,Apparel,11.88,19.45,338,64,2025-12-14
2387,Beauty,15.63,30.12,84,69,2026-01-31
2388,Beauty,28.64,66.26,57,82,2026-02-17
2389,Home & Kitchen,105.17,164.8,175,23,2026-01-07
2390,Electronics,134.89,257.05,179,83,2026-04-22
2391,Home & Kitchen,31.48,66.3,67,93,2026-04-01
2392,Home & Kitchen,50.15,79.57,314,95,2026-02-24
2393,Beauty,19.29,36.92,351,73,2026-03-19
2394,Electronics,265.43,407.51,116,89,2026-04-05
2395,Home & Kitchen,99.18,169.38,71,28,2026-03-03
2396,Apparel,21.12,37.4,874,105,2026-02-05
2397,Home & Kitchen,29.63,61.87,385,87,2026-04-08
2398,Electronics,291.88,544.75,186,83,2026-02-16
2399,Home & Kitchen,105.76,184.09,269,91,2026-01-11
2400,Beauty,6.51,10.8,50,75,2026-04-13
2401,Home & Kitchen,134.53,198.43,111,46,2026-04-12
2402,Beauty,3.65,7.78,207,36,2025-12-17
2403,Beauty,31.99,73.96,205,29,2026-04-28
2404,Electronics,211.23,392.42,241,62,2025-12-10
2405,Electronics,80.08,159.96,368,40,2026-04-21
2406,Sports,171.77,380.76,310,100,2026-04-13
2407,Electronics,217.07,524.94,85,32,2025-12-14
2408,Beauty,38.47,60.73,173,85,2025-12-26
2409,Home & Kitchen,44.97,93.49,175,81,2025-12-12
2410,Electronics,286.23,602.14,286,100,2026-02-07
2411,Apparel,15.5,36.93,223,35,2026-01-19
2412,Electronics,128.8,197.96,90,28,2026-03-04
2413,Sports,49.44,80.12,39,29,2026-04-20
2414,Sports,65.16,141.65,351,99,2025-12-04
2415,Electronics,459.94,699.81,55,73,2026-01-13
2416,Sports,143.75,246.08,191,30,2026-03-18
2417,Apparel,24.57,47.79,89,52,2026-04-11
2418,Sports,255.38,397.94,238,87,2025-12-22
2419,Apparel,31.17,46.01,40,30,2026-02-17
2420,Electronics,158.38,246.21,155,97,2025-12-21
2421,Apparel,21.36,50.48,100,83,2026-01-07
2422,Home & Kitchen,150.34,235.14,12,27,2026-02-25
2423,Apparel,53.03,107.45,15,32,2026-04-03
2424,Electronics,337.27,580.68,167,74,2025-12-17
2425,Beauty,7.2,12.43,334,67,2026-04-25
2426,Beauty,10.81,23.58,55,50,2026-03-26
2427,Electronics,388.2,593.91,34,41,2026-01-28
2428,Beauty,29.47,52.43,36,77,2026-02-12
2429,Apparel,12.95,26.36,345,62,2025-12-02
2430,Sports,23.86,49.46,357,38,2026-01-24
2431,Beauty,3.83,8.04,91,87,2026-01-15
2432,Apparel,24.99,57.44,310,31,2026-03-16
2433,Apparel,35.44,75.16,1811,53,2026-04-26
2434,Apparel,16.49,27.09,398,67,2026-03-14
2435,Home & Kitchen,31.47,75.31,71,38,2026-01-26
2436,Home & Kitchen,15.69,26.82,137,37,2026-02-10
2437,Beauty,54.66,89.23,280,31,2026-04-02
2438,Apparel,20.85,31.8,243,28,2026-03-08
2439,Sports,74.3,177.17,216,44,2026-04-21
2440,Electronics,186.69,294.97,82,58,2026-03-21
2441,Sports,116.47,275.67,76,64,2026-04-02
2442,Apparel,53.5,82.54,332,35,2026-01-14
2443,Apparel,60.23,96.48,658,88,2026-01-17
2444,Electronics,372.47,642.78,186,69,2026-01-23
2445,Apparel,42.08,93.62,1677,72,2026-04-17
2446,Home & Kitchen,96.96,148.53,224,32,2026-04-04
2447,Electronics,162.98,258.68,1428,140,2026-02-22
2448,Home & Kitchen,156.44,227.49,287,35,2026-04-21
2449,Apparel,79.24,115.39,11,20,2026-03-11
2450,Home & Kitchen,23.99,49.34,87,36,2026-01-20
2451,Apparel,41.16,79.91,278,27,2025-12-08
2452,Beauty,32.02,75.97,22,66,2026-03-29
2453,Apparel,28.26,41.28,120,37,2026-03-10
2454,Home & Kitchen,94.53,149.16,64,23,2026-01-09
2455,Sports,166.94,292.88,355,84,2026-02-19
2456,Beauty,35.03,68.56,75,65,2026-01-01
2457,Sports,167.21,298.41,1618,96,2025-12-13
2458,Sports,99.58,145.15,1705,140,2026-03-24
2459,Sports,27.12,53.24,105,29,2026-01-28
2460,Sports,81.43,140.85,201,29,2026-04-06
2461,Sports,89.57,139.02,113,60,2025-12-04
2462,Apparel,34.66,66.82,394,35,2026-04-30
2463,Home & Kitchen,111.44,176.16,164,49,2026-03-20
2464,Electronics,189.17,427.54,88,66,2025-12-12
2465,Sports,96.84,178.61,202,38,2025-12-31
2466,Apparel,53.6,89.49,76,25,2026-02-04
2467,Electronics,312.41,465.64,120,58,2025-12-04
2468,Sports,135.26,234.24,1225,124,2025-12-29
2469,Electronics,197.52,288.95,27,23,2025-12-30
2470,Apparel,54.81,91.39,184,53,2025-12-30
2471,Beauty,55.77,89.21,304,60,2025-12-13
2472,Beauty,27.53,46.5,218,86,2026-03-06
2473,Home & Kitchen,73.43,114.46,53,65,2025-12-20
2474,Electronics,188.91,284.56,235,25,2026-02-14
2475,Beauty,12.33,26.53,103,42,2026-02-14
2476,Electronics,316.59,604.82,206,55,2026-04-11
2477,Beauty,29.92,57.74,1782,74,2026-03-01
2478,Apparel,58.41,99.68,161,62,2026-04-22
2479,Beauty,16.45,27.21,115,39,2026-04-13
2480,Apparel,46.0,107.61,318,27,2026-01-29
2481,Electronics,389.01,798.6,169,95,2026-01-12
2482,Beauty,36.01,53.22,278,38,2026-01-23
2483,Home & Kitchen,10.1,24.28,345,65,2026-03-31
2484,Home & Kitchen,68.2,161.37,288,21,2026-02-25
2485,Sports,86.41,200.25,130,25,2026-04-11
2486,Beauty,4.76,11.14,338,40,2026-03-03
2487,Sports,214.31,335.08,396,23,2026-01-29
2488,Sports,25.27,47.21,102,66,2026-03-31
2489,Electronics,257.63,569.63,353,93,2025-12-04
2490,Home & Kitchen,13.33,28.03,23,55,2026-04-07
2491,Apparel,8.55,21.16,215,99,2026-04-24
2492,Home & Kitchen,55.2,114.91,94,91,2025-12-18
2493,Sports,57.37,131.76,395,43,2026-01-05
2494,Beauty,38.27,69.77,96,48,2026-02-20
2495,Electronics,256.03,406.09,64,67,2026-02-05
2496,Apparel,63.84,116.37,95,36,2025-12-07
2497,Sports,202.74,332.24,181,78,2026-03-03
2498,Home & Kitchen,76.24,138.45,555,53,2025-12-16
2499,Electronics,168.64,412.75,61,79,2026-04-29
2500,Electronics,109.82,178.66,291,94,2026-01-23
2501,Apparel,52.07,85.65,263,86,2026-03-11
2502,Home & Kitchen,81.13,144.0,220,76,2025-12-12
2503,Electronics,75.77,177.48,176,33,2026-01-27
2504,Beauty,21.94,50.56,83,99,2026-03-08
2505,Beauty,5.99,10.11,231,42,2026-03-29
2506,Beauty,39.67,82.25,73,28,2026-04-04
2507,Apparel,27.16,40.13,18,28,2026-01-14
2508,Apparel,12.28,19.05,189,47,2026-01-07
2509,Apparel,58.15,102.87,93,81,2025-12-20
2510,Beauty,24.5,52.6,192,28,2026-03-25
2511,Apparel,59.07,91.17,384,88,2025-12-21
2512,Home & Kitchen,124.75,179.24,219,79,2026-02-04
2513,Beauty,15.21,23.35,223,45,2026-01-31
2514,Beauty,24.8,52.99,144,95,2026-04-10
2515,Beauty,34.63,49.88,269,27,2025-12-02
2516,Home & Kitchen,57.49,82.97,180,56,2026-02-11
2517,Sports,26.7,52.91,368,92,2026-03-27
2518,Apparel,48.8,91.82,81,55,2026-04-07
2519,Sports,124.55,243.95,157,55,2025-12-26
2520,Home & Kitchen,108.33,217.1,128,96,2026-02-11
2521,Sports,35.18,55.05,319,45,2026-03-14
